ID,Latitude,Longitude
351256,45.761139,4.83509
4932304,45.734641,4.815615
76818,45.740334,4.970841
116304,45.975863,4.705578
151467,45.841058,4.597821
115435,45.990089,4.718955
5125594,45.943205,4.717934
710859,46.001782,4.645949
152396,45.654038,4.499502
4899708,45.769025,4.867232
